date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:17	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264513ec8-239b%22	https://zattinha.github.io/robots.txt		(from )
16:03:17	7093/7093	---M-Z	200	added ('OK')	text/html	etag:W/%22644ec46c-1bb5%22	https://zattinha.github.io/zattaflix/	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/index.html	(from )
16:03:17	4437/4437	---M-Z	200	added ('OK')	text/css	etag:W/%22644ec46c-1155%22	https://zattinha.github.io/zattaflix/style.css	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/style.css	(from https://zattinha.github.io/zattaflix/)
16:03:17	261/261	---M--	200	added ('OK')	image/png	etag:%22644ec46c-105%22	https://zattinha.github.io/zattaflix/images/down-icon.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/down-icon.png	(from https://zattinha.github.io/zattaflix/)
16:03:17	297551/297551	---M--	200	added ('OK')	image/png	etag:%22644ec46c-48a4f%22	https://zattinha.github.io/zattaflix/images/feature-1.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/feature-1.png	(from https://zattinha.github.io/zattaflix/)
16:03:18	268071/268071	---M--	200	added ('OK')	image/png	etag:%22644ec46c-41727%22	https://zattinha.github.io/zattaflix/images/feature-3.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/feature-3.png	(from https://zattinha.github.io/zattaflix/)
16:03:18	164843/164843	---M--	200	added ('OK')	image/png	etag:%22644ec46c-283eb%22	https://zattinha.github.io/zattaflix/images/feature-2.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/feature-2.png	(from https://zattinha.github.io/zattaflix/)
16:03:18	377854/377854	---M--	200	added ('OK')	image/png	etag:%22644ec46c-5c3fe%22	https://zattinha.github.io/zattaflix/images/feature-4.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/feature-4.png	(from https://zattinha.github.io/zattaflix/)
16:03:19	3319666/3319666	---M--	200	added ('OK')	image/png	etag:%22644ec46c-32a772%22	https://zattinha.github.io/zattaflix/images/header-image.png	C:/Users/Andressa/Desktop/netfilx/zattinha.github.io/zattaflix/images/header-image.png	(from https://zattinha.github.io/zattaflix/style.css)
